journal	ISSN	eISSN	publisher	language_1	language_2	language_3	language_4	language_5	language_6	language_7	language_8	language_9	language_10	language_11	language_12	category_1	category_2	category_3	category_4	category_5	category_6	Index
PROGRESS_IN_NATURAL_SCIENCE-MATERIALS_INTERNATIONAL	1002-0071	1745-5391	ELSEVIER_SCIENCE_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MaterialsScience,Multidisciplinary"	NA	NA	NA	NA	NA	SCIE
PROGRESS_IN_NEUROBIOLOGY	0301-0082	1873-5118	PERGAMON-ELSEVIER_SCIENCE_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neurosciences	NA	NA	NA	NA	NA	SCIE
PROGRESS_IN_NEURO-PSYCHOPHARMACOLOGY_&_BIOLOGICAL_PSYCHIATRY	0278-5846	1878-4216	PERGAMON-ELSEVIER_SCIENCE_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ClinicalNeurology	Neurosciences	Pharmacology&Pharmacy	Psychiatry	NA	NA	SCIE
PROGRESS_IN_NUCLEAR_ENERGY	0149-1970	1878-4224	PERGAMON-ELSEVIER_SCIENCE_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NuclearScience&Technology	NA	NA	NA	NA	NA	SCIE
PROGRESS_IN_NUCLEAR_MAGNETIC_RESONANCE_SPECTROSCOPY	0079-6565	1873-3301	PERGAMON-ELSEVIER_SCIENCE_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Chemistry,Physical"	"Physics,Atomic,Molecular&Chemical"	Spectroscopy	NA	NA	NA	SCIE
PROGRESS_IN_OCEANOGRAPHY	0079-6611	1873-4472	PERGAMON-ELSEVIER_SCIENCE_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Oceanography	NA	NA	NA	NA	NA	SCIE
PROGRESS_IN_ORGANIC_COATINGS	0300-9440	1873-331X	ELSEVIER_SCIENCE_SA	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Chemistry,Applied"	"MaterialsScience,Coatings&Films"	NA	NA	NA	NA	SCIE
PROGRESS_IN_ORTHODONTICS	2196-1042	2196-1042	SPRINGER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Dentistry,OralSurgery&Medicine"	NA	NA	NA	NA	NA	SCIE
PROGRESS_IN_PARTICLE_AND_NUCLEAR_PHYSICS	0146-6410	1873-2224	ELSEVIER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Physics,Nuclear"	"Physics,Particles&Fields"	NA	NA	NA	NA	SCIE
PROGRESS_IN_PHOTOVOLTAICS	1062-7995	1099-159X	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Energy&Fuels	"MaterialsScience,Multidisciplinary"	"Physics,Applied"	NA	NA	NA	SCIE
PROGRESS_IN_PHYSICAL_GEOGRAPHY-EARTH_AND_ENVIRONMENT	0309-1333	1477-0296	SAGE_PUBLICATIONS_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Geography,Physical"	"Geosciences,Multidisciplinary"	NA	NA	NA	NA	SCIE
PROGRESS_IN_POLYMER_SCIENCE	0079-6700	1873-1619	PERGAMON-ELSEVIER_SCIENCE_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PolymerScience	NA	NA	NA	NA	NA	SCIE
PROGRESS_IN_QUANTUM_ELECTRONICS	0079-6727	1873-1627	PERGAMON-ELSEVIER_SCIENCE_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Engineering,Electrical&Electronic"	QuantumScience&Technology	Optics	"Physics,Applied"	NA	NA	SCIE
PROGRESS_IN_REACTION_KINETICS_AND_MECHANISM	1468-6783	1471-406X	SAGE_PUBLICATIONS_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Chemistry,Physical"	NA	NA	NA	NA	NA	SCIE
PROGRESS_IN_RETINAL_AND_EYE_RESEARCH	1350-9462	1873-1635	PERGAMON-ELSEVIER_SCIENCE_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ophthalmology	NA	NA	NA	NA	NA	SCIE
PROGRESS_IN_RUBBER_PLASTICS_AND_RECYCLING_TECHNOLOGY	1477-7606	1478-2413	SAGE_PUBLICATIONS_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MaterialsScience,Composites"	PolymerScience	NA	NA	NA	NA	SCIE
PROGRESS_IN_SOLID_STATE_CHEMISTRY	0079-6786	1873-1643	PERGAMON-ELSEVIER_SCIENCE_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Chemistry,Inorganic&Nuclear"	NA	NA	NA	NA	NA	SCIE
PROGRESS_IN_SURFACE_SCIENCE	0079-6816	1878-4240	PERGAMON-ELSEVIER_SCIENCE_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Chemistry,Physical"	"Physics,CondensedMatter"	NA	NA	NA	NA	SCIE
PROGRESS_IN_TRANSPLANTATION	1526-9248	2164-6708	SAGE_PUBLICATIONS_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Surgery	Transplantation	NA	NA	NA	NA	SCIE
PROGRESS_OF_THEORETICAL_AND_EXPERIMENTAL_PHYSICS	2050-3911	2050-3911	OXFORD_UNIV_PRESS_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Physics,Multidisciplinary"	"Physics,Particles&Fields"	NA	NA	NA	NA	SCIE
PROMET-TRAFFIC_&_TRANSPORTATION	0353-5320	1848-4069	"SVEUCILISTE_U_ZAGREBU,_FAKULTET_PROMETNIH_ZNANOSTI"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TransportationScience&Technology	NA	NA	NA	NA	NA	SCIE
PROPAGATION_OF_ORNAMENTAL_PLANTS	1311-9109	NA	SEJANI_PUBL	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Horticulture	NA	NA	NA	NA	NA	SCIE
PROPELLANTS_EXPLOSIVES_PYROTECHNICS	0721-3115	1521-4087	WILEY-V_C_H_VERLAG_GMBH	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Chemistry,Applied"	"Engineering,Chemical"	NA	NA	NA	NA	SCIE
PROPULSION_AND_POWER_RESEARCH	2212-540X	2212-540X	KEAI_PUBLISHING_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Engineering,Aerospace"	Thermodynamics	"Engineering,Mechanical"	NA	NA	NA	SCIE
PROSTAGLANDINS_LEUKOTRIENES_AND_ESSENTIAL_FATTY_ACIDS	0952-3278	1532-2823	ELSEVIER_SCI_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Biochemistry&MolecularBiology	CellBiology	Endocrinology&Metabolism	NA	NA	NA	SCIE
PROSTAGLANDINS_&_OTHER_LIPID_MEDIATORS	1098-8823	2212-196X	ELSEVIER_SCIENCE_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Biochemistry&MolecularBiology	CellBiology	NA	NA	NA	NA	SCIE
PROSTATE	0270-4137	1097-0045	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Endocrinology&Metabolism	Urology&Nephrology	NA	NA	NA	NA	SCIE
PROSTATE_CANCER_AND_PROSTATIC_DISEASES	1365-7852	1476-5608	SPRINGERNATURE	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Oncology	Urology&Nephrology	NA	NA	NA	NA	SCIE
PROSTATE_INTERNATIONAL	2287-8882	2287-903X	ELSEVIER_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Urology&Nephrology	NA	NA	NA	NA	NA	SCIE
PROSTHETICS_AND_ORTHOTICS_INTERNATIONAL	0309-3646	1746-1553	WOLTERS_KLUWER_HEALTH	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orthopedics	Rehabilitation	NA	NA	NA	NA	SCIE
PROTECTION_AND_CONTROL_OF_MODERN_POWER_SYSTEMS	2367-2617	2367-0983	SPRINGER_SINGAPORE_PTE_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Energy&Fuels	"Engineering,Electrical&Electronic"	NA	NA	NA	NA	SCIE
PROTECTION_OF_METALS_AND_PHYSICAL_CHEMISTRY_OF_SURFACES	2070-2051	2070-206X	MAIK_NAUKA/INTERPERIODICA/SPRINGER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Metallurgy&MetallurgicalEngineering	NA	NA	NA	NA	NA	SCIE
PROTEIN_AND_PEPTIDE_LETTERS	0929-8665	1875-5305	BENTHAM_SCIENCE_PUBL_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Biochemistry&MolecularBiology	NA	NA	NA	NA	NA	SCIE
PROTEIN_&_CELL	1674-800X	1674-8018	OXFORD_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CellBiology	NA	NA	NA	NA	NA	SCIE
PROTEIN_ENGINEERING_DESIGN_&_SELECTION	1741-0126	1741-0134	OXFORD_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Biochemistry&MolecularBiology	Biotechnology&AppliedMicrobiology	NA	NA	NA	NA	SCIE
PROTEIN_EXPRESSION_AND_PURIFICATION	1046-5928	1096-0279	ACADEMIC_PRESS_INC_ELSEVIER_SCIENCE	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BiochemicalResearchMethods	Biochemistry&MolecularBiology	Biotechnology&AppliedMicrobiology	NA	NA	NA	SCIE
PROTEIN_JOURNAL	1572-3887	1875-8355	SPRINGER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Biochemistry&MolecularBiology	NA	NA	NA	NA	NA	SCIE
PROTEIN_SCIENCE	0961-8368	1469-896X	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Biochemistry&MolecularBiology	NA	NA	NA	NA	NA	SCIE
PROTEINS-STRUCTURE_FUNCTION_AND_BIOINFORMATICS	0887-3585	1097-0134	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Biochemistry&MolecularBiology	Biophysics	NA	NA	NA	NA	SCIE
PROTEOME_SCIENCE	NA	1477-5956	BMC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BiochemicalResearchMethods	NA	NA	NA	NA	NA	SCIE
PROTEOMICS	1615-9853	1615-9861	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BiochemicalResearchMethods	Biochemistry&MolecularBiology	NA	NA	NA	NA	SCIE
PROTEOMICS_CLINICAL_APPLICATIONS	1862-8346	1862-8354	WILEY-V_C_H_VERLAG_GMBH	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BiochemicalResearchMethods	NA	NA	NA	NA	NA	SCIE
PROTIST	1434-4610	1618-0941	ELSEVIER_GMBH	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microbiology	NA	NA	NA	NA	NA	SCIE
PROTOPLASMA	0033-183X	1615-6102	SPRINGER_WIEN	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PlantSciences	CellBiology	NA	NA	NA	NA	SCIE
PRX_QUANTUM	NA	2691-3399	AMER_PHYSICAL_SOC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	QuantumScience&Technology	"Physics,Applied"	"Physics,Multidisciplinary"	NA	NA	NA	SCIE
PRZEMYSL_CHEMICZNY	0033-2496	0033-2496	WYDAWNICTWO_SIGMA-NOT_SP_ZOO	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Chemistry,Multidisciplinary"	"Engineering,Chemical"	NA	NA	NA	NA	SCIE
PSYCHIATRIA_POLSKA	0033-2674	2391-5854	WYDAWNICZY_POLSKIEGO_TOWARZYSTWA	Polish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Psychiatry	NA	NA	NA	NA	NA	SCIE
PSYCHIATRIC_GENETICS	0955-8829	1473-5873	LIPPINCOTT_WILLIAMS_&_WILKINS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Genetics&Heredity	Neurosciences	NA	NA	NA	NA	SCIE
PSYCHIATRIC_SERVICES	1075-2730	1557-9700	"AMER_PSYCHIATRIC_PUBLISHING,_INC"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Public,Environmental&OccupationalHealth"	Psychiatry	NA	NA	NA	NA	SCIE
PSYCHIATRIE_DE_L_ENFANT	0079-726X	2102-5320	PRESSES_UNIV_FRANCE	French	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Psychiatry	NA	NA	NA	NA	NA	SCIE
PSYCHIATRY_AND_CLINICAL_NEUROSCIENCES	1323-1316	1440-1819	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ClinicalNeurology	Neurosciences	Psychiatry	NA	NA	NA	SCIE
PSYCHIATRY_AND_CLINICAL_PSYCHOPHARMACOLOGY	2475-0573	2475-0581	AVES	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pharmacology&Pharmacy	Psychiatry	NA	NA	NA	NA	SCIE
PSYCHIATRY-INTERPERSONAL_AND_BIOLOGICAL_PROCESSES	0033-2747	1943-281X	"ROUTLEDGE_JOURNALS,_TAYLOR_&_FRANCIS_LTD"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Psychiatry	NA	NA	NA	NA	NA	SCIE
PSYCHIATRY_INVESTIGATION	1738-3684	1976-3026	KOREAN_NEUROPSYCHIATRIC_ASSOC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Psychiatry	NA	NA	NA	NA	NA	SCIE
PSYCHIATRY_RESEARCH	0165-1781	1872-7123	ELSEVIER_IRELAND_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Psychiatry	NA	NA	NA	NA	NA	SCIE
PSYCHIATRY_RESEARCH-NEUROIMAGING	0925-4927	1872-7506	ELSEVIER_IRELAND_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ClinicalNeurology	Neuroimaging	Psychiatry	NA	NA	NA	SCIE
PSYCHOGERIATRICS	1346-3500	1479-8301	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Geriatrics&Gerontology	Psychiatry	NA	NA	NA	NA	SCIE
PSYCHOLOGICAL_BULLETIN	0033-2909	1939-1455	AMER_PSYCHOLOGICAL_ASSOC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Psychology	NA	NA	NA	NA	NA	SCIE
PSYCHOLOGICAL_MEDICINE	0033-2917	1469-8978	CAMBRIDGE_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Psychiatry	Psychology	NA	NA	NA	NA	SCIE
PSYCHOLOGICAL_REVIEW	0033-295X	1939-1471	AMER_PSYCHOLOGICAL_ASSOC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Psychology	NA	NA	NA	NA	NA	SCIE
PSYCHOLOGY_AND_PSYCHOTHERAPY-THEORY_RESEARCH_AND_PRACTICE	1476-0835	2044-8341	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Psychiatry	Psychology	NA	NA	NA	NA	SCIE
PSYCHOLOGY_HEALTH_&_MEDICINE	1354-8506	1465-3966	"ROUTLEDGE_JOURNALS,_TAYLOR_&_FRANCIS_LTD"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Public,Environmental&OccupationalHealth"	NA	NA	NA	NA	NA	SCIE
PSYCHOLOGY_OF_SEXUAL_ORIENTATION_AND_GENDER_DIVERSITY	2329-0382	2329-0390	AMER_PSYCHOLOGICAL_ASSOC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Psychology	NA	NA	NA	NA	NA	SCIE
PSYCHOLOGY_OF_SPORT_AND_EXERCISE	1469-0292	1878-5476	ELSEVIER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Psychology	SportSciences	NA	NA	NA	NA	SCIE
PSYCHOMETRIKA	0033-3123	1860-0980	SPRINGER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mathematics,InterdisciplinaryApplications"	NA	NA	NA	NA	NA	SCIE
PSYCHONEUROENDOCRINOLOGY	0306-4530	1873-3360	PERGAMON-ELSEVIER_SCIENCE_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Endocrinology&Metabolism	Neurosciences	Psychiatry	NA	NA	NA	SCIE
PSYCHO-ONCOLOGIE	1778-3798	1778-381X	TECH_SCIENCE_PRESS	French	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Oncology	Psychology	NA	NA	NA	NA	SCIE
PSYCHO-ONCOLOGY	1057-9249	1099-1611	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Oncology	Psychology	NA	NA	NA	NA	SCIE
PSYCHOPATHOLOGY	0254-4962	1423-033X	KARGER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Psychiatry	NA	NA	NA	NA	NA	SCIE
PSYCHOPHARMACOLOGY	0033-3158	1432-2072	SPRINGER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neurosciences	Pharmacology&Pharmacy	Psychiatry	NA	NA	NA	SCIE
PSYCHOPHYSIOLOGY	0048-5772	1469-8986	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neurosciences	Physiology	Psychology	NA	NA	NA	SCIE
PSYCHOSOMATIC_MEDICINE	0033-3174	1534-7796	LIPPINCOTT_WILLIAMS_&_WILKINS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Psychiatry	Psychology	NA	NA	NA	NA	SCIE
PSYCHOTHERAPY_AND_PSYCHOSOMATICS	0033-3190	1423-0348	KARGER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Psychiatry	Psychology	NA	NA	NA	NA	SCIE
PTERIDINES	0933-4807	2195-4720	DE_GRUYTER_POLAND_SP_Z_O_O	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Biochemistry&MolecularBiology	Biophysics	NA	NA	NA	NA	SCIE
PUBLICACIONS_MATEMATIQUES	0214-1493	0214-1493	UNIV_AUTONOMA_BARCELONA	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathematics	NA	NA	NA	NA	NA	SCIE
PUBLICATIONES_MATHEMATICAE_DEBRECEN	0033-3883	2064-2849	"UNIV_DEBRECEN,_INST_MATHEMATICS"	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathematics	NA	NA	NA	NA	NA	SCIE
PUBLICATIONS_MATHEMATIQUES_DE_L_IHES	0073-8301	1618-1913	SPRINGER_HEIDELBERG	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathematics	NA	NA	NA	NA	NA	SCIE
PUBLICATIONS_OF_THE_ASTRONOMICAL_SOCIETY_OF_AUSTRALIA	1323-3580	1448-6083	CAMBRIDGE_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Astronomy&Astrophysics	NA	NA	NA	NA	NA	SCIE
PUBLICATIONS_OF_THE_ASTRONOMICAL_SOCIETY_OF_JAPAN	0004-6264	2053-051X	OXFORD_UNIV_PRESS	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Astronomy&Astrophysics	NA	NA	NA	NA	NA	SCIE
PUBLICATIONS_OF_THE_ASTRONOMICAL_SOCIETY_OF_THE_PACIFIC	0004-6280	1538-3873	IOP_PUBLISHING_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Astronomy&Astrophysics	NA	NA	NA	NA	NA	SCIE
PUBLICATIONS_OF_THE_RESEARCH_INSTITUTE_FOR_MATHEMATICAL_SCIENCES	0034-5318	1663-4926	EUROPEAN_MATHEMATICAL_SOC-EMS	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathematics	NA	NA	NA	NA	NA	SCIE
PUBLIC_HEALTH	0033-3506	1476-5616	W_B_SAUNDERS_CO_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Public,Environmental&OccupationalHealth"	NA	NA	NA	NA	NA	SCIE
PUBLIC_HEALTH_ETHICS	1754-9973	1754-9981	OXFORD_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Public,Environmental&OccupationalHealth"	MedicalEthics	NA	NA	NA	NA	SCIE
PUBLIC_HEALTH_GENOMICS	1662-4246	1662-8063	KARGER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Genetics&Heredity	"Public,Environmental&OccupationalHealth"	NA	NA	NA	NA	SCIE
PUBLIC_HEALTH_NURSING	0737-1209	1525-1446	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Public,Environmental&OccupationalHealth"	Nursing	NA	NA	NA	NA	SCIE
PUBLIC_HEALTH_NUTRITION	1368-9800	1475-2727	CAMBRIDGE_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Public,Environmental&OccupationalHealth"	Nutrition&Dietetics	NA	NA	NA	NA	SCIE
PUBLIC_HEALTH_REPORTS	0033-3549	1468-2877	SAGE_PUBLICATIONS_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Public,Environmental&OccupationalHealth"	NA	NA	NA	NA	NA	SCIE
PUERTO_RICO_HEALTH_SCIENCES_JOURNAL	0738-0658	2373-6011	UNIV_PUERTO_RICO_MEDICAL_SCIENCES_CAMPUS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Public,Environmental&OccupationalHealth"	NA	NA	NA	NA	NA	SCIE
PULMONARY_CIRCULATION	2045-8932	2045-8940	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cardiac&CardiovascularSystem	RespiratorySystem	NA	NA	NA	NA	SCIE
PULMONARY_PHARMACOLOGY_&_THERAPEUTICS	1094-5539	1522-9629	ACADEMIC_PRESS_LTD-_ELSEVIER_SCIENCE_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pharmacology&Pharmacy	RespiratorySystem	NA	NA	NA	NA	SCIE
PULMONOLOGY	2531-0437	2531-0437	ELSEVIER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RespiratorySystem	NA	NA	NA	NA	NA	SCIE
PULP_&_PAPER-CANADA	0316-4004	1923-3515	PULP_&_PAPER_CANADA_MAGAZINE_GROUP-BIG_MAGAZINE_LP	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MaterialsScience,Paper&Wood"	NA	NA	NA	NA	NA	SCIE
PURE_AND_APPLIED_CHEMISTRY	0033-4545	1365-3075	WALTER_DE_GRUYTER_GMBH	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Chemistry,Multidisciplinary"	NA	NA	NA	NA	NA	SCIE
PURE_AND_APPLIED_GEOPHYSICS	0033-4553	1420-9136	SPRINGER_BASEL_AG	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Geochemistry&Geophysics	NA	NA	NA	NA	NA	SCIE
PURE_AND_APPLIED_MATHEMATICS_QUARTERLY	1558-8599	1558-8602	"INT_PRESS_BOSTON,_INC"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mathematics,Applied"	Mathematics	NA	NA	NA	NA	SCIE
PURINERGIC_SIGNALLING	1573-9538	1573-9546	SPRINGER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neurosciences	NA	NA	NA	NA	NA	SCIE
QJM-AN_INTERNATIONAL_JOURNAL_OF_MEDICINE	1460-2725	1460-2393	OXFORD_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Medicine,General&Internal"	NA	NA	NA	NA	NA	SCIE
QUAESTIONES_MATHEMATICAE	1607-3606	1727-933X	TAYLOR_&_FRANCIS_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathematics	NA	NA	NA	NA	NA	SCIE
QUALITATIVE_RESEARCH_IN_SPORT_EXERCISE_AND_HEALTH	2159-676X	2159-6778	"ROUTLEDGE_JOURNALS,_TAYLOR_&_FRANCIS_LTD"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SportSciences	NA	NA	NA	NA	NA	SCIE
QUALITATIVE_THEORY_OF_DYNAMICAL_SYSTEMS	1575-5460	1662-3592	SPRINGER_BASEL_AG	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mathematics,Applied"	Mathematics	NA	NA	NA	NA	SCIE
QUALITY_AND_RELIABILITY_ENGINEERING_INTERNATIONAL	0748-8017	1099-1638	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Engineering,Multidisciplinary"	"Engineering,Industrial"	OperationsResearch&ManagementScience	NA	NA	NA	SCIE
QUALITY_ASSURANCE_AND_SAFETY_OF_CROPS_&_FOODS	1757-8361	1757-837X	CODON_PUBLICATIONS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FoodScience&Technology	NA	NA	NA	NA	NA	SCIE
QUALITY_ENGINEERING	0898-2112	1532-4222	TAYLOR_&_FRANCIS_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Engineering,Industrial"	Statistics&Probability	NA	NA	NA	NA	SCIE
QUALITY_MANAGEMENT_IN_HEALTH_CARE	1063-8628	1550-5154	LIPPINCOTT_WILLIAMS_&_WILKINS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HealthCareSciences&Services	NA	NA	NA	NA	NA	SCIE
QUALITY_OF_LIFE_RESEARCH	0962-9343	1573-2649	SPRINGER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HealthCareSciences&Services	"Public,Environmental&OccupationalHealth"	NA	NA	NA	NA	SCIE
QUALITY_TECHNOLOGY_AND_QUANTITATIVE_MANAGEMENT	1684-3703	1811-4857	TAYLOR_&_FRANCIS_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Engineering,Industrial"	OperationsResearch&ManagementScience	Statistics&Probability	NA	NA	NA	SCIE
QUANTITATIVE_FINANCE	1469-7688	1469-7696	"ROUTLEDGE_JOURNALS,_TAYLOR_&_FRANCIS_LTD"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mathematics,InterdisciplinaryApplications"	NA	NA	NA	NA	NA	SCIE
QUANTITATIVE_IMAGING_IN_MEDICINE_AND_SURGERY	2223-4292	2223-4306	AME_PUBLISHING_COMPANY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Radiology,NuclearMedicine&MedicalImaging"	NA	NA	NA	NA	NA	SCIE
